,text,sentiment
25012, i read them a couple of weeks ago  they work really well with the movie.,positive
25013,didnt cry at the end but was very sad to see the last episode of er. man that was a good series.,neutral
25014, oooh sounds yummy.  if you get a chance to take some pics  please add them to the website as we don`t have many pies on there,positive
25015,"://twitpic.com/4iw0x      thx all - it`s a 3k capacity, bought second hand",neutral
25016, congratulations. great funky site! u did it waaw,positive
25017,"while  on vacation,  having golden times spamming google by 5.350 redirects. ://bit.ly/18kwzh",positive
25018, make sure you come back and comment again!,neutral
25019, no twitpic?  lol,neutral
25020, no you are not having my favorite drink without me  lol,neutral
25021,planning a road trip down to san diego- with a detour into vegas to celebrate my birthday! too bad it`s 7 wks away  i want to go now!,neutral
25022,is off to meet my folks after a while...gonna b a working weekend too,neutral
25023,up is out today!!! why why why why does my head hurt so badly??!?!??!!?   i want to see it!!!,negative
25024,sorta needs to somehow forget that its e3 in la practically during my ethics exam and self-imposed revision time.,neutral
25025, yeah i guess so  it makes me very sad though becase the disc is scratched!,negative
25026,where`s my bus? i want to go home!,neutral
25027," that would be lovely, alas the cubs would not be gracious enough to stop wrecking the house while we were soaking our bones",negative
25028," i`m feeling much less alone now in my love for fitzcarraldo, most people i mention it to have no idea what i am talking about.",negative
25029,happy mother`s daaaaaaaaay,positive
25030,got back and putting in the laundry. we got in there last  o well as long as its clean. #dsaa09,neutral
25031,traffic is down to a crawl on i-94 right now.,negative
25032," i was saying the same thing yesterday! so i droped 120 tweets! no the smarted thing bussiness wise, but can find real people!",neutral
25033,i`ll try to put together a list for a portfolio to put together along with a little bio on myself in my free time (school is stating),neutral
25034," no not proper, my dog barks too much & jumps up & its all my fault for not being strict enough",negative
25035,i need people to talk to me please im very bored  x  follow me!,negative
25036,://twitpic.com/67hw5 - session almost over,neutral
25037,__cullen_ lol  emmett wont do a dance off again,neutral
25038,"finally made it through dead space, that only took half a year",neutral
25039," im feeling sad, not likeing my new haircut",negative
25040," hahah, thanks for the tradewinds odyssey bump.",positive
25041, i`ll have to add your shop to my favorites! i love your needle wraps. right now my needles are all in a mess in a basket,positive
25042, why aren`t you at blue martini with me??,neutral
25043,hearing the birds chirp makes me think its nice outside...well its not  rain rain go away!!!,positive
25044,trying to stay awake  anyone have any tips how to keep yourself awake ?,neutral
25045,yeah .... just bought tickets for pearl jam in august,neutral
25046,can`t sleep. **** morning will come to soon. have to rest! it will be a new day. a perfect day to start new changes,neutral
25047,watchin` jonas,neutral
25048,i feel super sick,negative
25049,_x all three are in the first 2 weeks of june for me,neutral
25050," i gotta say, i`m a little jealous",negative
25051," yea, d means direct, so only u and whoever u send it to can see it  but u can only direct msg someone who`s following u..",neutral
25052, i was just thinking that,neutral
25053,  who was it that said vive le difference to me only the other day? ;-),neutral
25054,surgery when i wake up,neutral
25055,"oh yeah, my laptop is fixed. shame my internet is still **** and slow.",neutral
25056, thank you dearie -- i just followed dome of them on there too!,positive
25057,today was fun  i <3 meeting boardies! the acoustic set was just soo phenomenal!,positive
25058,doesn`t kno wat to do now er is over  saddo,negative
25059,  i hope you hoes are having so much fun...not too much without me though lol,positive
25060, i`m sorry darling... i`m all over the place tonight.. i didn`t mean to neglect you..,negative
25061,"apple is also rotten in the center, just my luck",negative
25062,i want so bad to go to the mcfly`s concert  anybody up to go with me?,positive
25063," i jus spoke 2 my lawyer, if i blow trial =3to7",neutral
25064,needed my semi-**** best friend to go shoe shopping with me tonight. alas he is nowhere to be found.,neutral
25065, cheese and onion crisps are the best  alice or rosalie cullen ?,neutral
25066, i forgot the yardsale event! ooh how pity i am,negative
25067,_au my pleasure... hey it was played at my going away from nz party back in 87 lots   so it is burned into my brain,positive
25068, i appreciate your kind words. i am glad that the words resonate with you,positive
25069,"bara, ****, closets, adventure. aggghhhh enough! muak mcm baby gary ku sudah",neutral
25070, ngobrolin favorite bands at the moment cii... kesian ya kamu speakernya rusak hahaha  benerin dong ci.,positive
25071,_miss my best friend won tickets to see them from kiis fm!,neutral
25072,sitting in awe that the price to renew my laptops warranty has doubled in a matter of weeks,negative
25073,still awake..doing my assignments and playing virtual farming,neutral
25074,off from work now!,neutral
25075,is so hungover. what a crazy night. i`m also in the bad books with mother!!,negative
25076,i need to go to sleep before 4am tonight...  ... so exhausted.,negative
25077, i guess you`re responding to me about dc. if that`s the case...,neutral
25078, rocket surgery hey? haha i thought it was rocket science? oh.. is that all.. i knew that i swear. thank you,positive
25079,ive got a headache now,negative
25080, you really chose the wrong time of year to do this didnt you,negative
25081,_hotsawce owwwwww! gooood morning,positive
25082, just wanted to say hello,neutral
25083, i wana be there num 1 fan  sharsies??!!!,neutral
25084," yeah, still waitin`",neutral
25085,  you cna get em for about ï¿½17 but i`ve got one for ï¿½27 which is asus same as lappie,neutral
25086,thanks guys! 200 followers,positive
25087,i am so bored.,negative
25088," thanks for following, it means a lot to me  i love hey monday!",positive
25089,love the sweet g`nights every night,positive
25090,is bored hehehe  i hate ipt,negative
25091, you stopped followin me?,neutral
25092,mo williamssssss,neutral
25093, i havent got poked much,negative
25094,im joining twitter  lol,positive
25095, thank you very much rex for ff,positive
25096,the sun is shining< the sky is facking blue< teletubbies? i have to **** work.,negative
25097, um mr. deadly sir . can you please follow me on twitter .,neutral
25098,"watched adaptation, interiors, and the women (1939). all in all, good movie night. breakfast with dad and kelley in the morning",positive
25099, loll im a college girl...bahahah i love these blogs they`re so funny!,positive
25100,good topics. and ciggarettes.,positive
25101," i chewed up a starbucks and a subway gift card at christmas time, i got in big trouble. i not allowed near purse.",negative
25102,"happy mother`s day to all the ladies... with all the moments we cherish with our children, today let those moments cherish you in return.",positive
25103,done with hw...gonna read a bit then pass out. got a cool week to look forward too in between all the mayhem,neutral
25104, aw poor u   don`t let her get 2 u just ignore her n keep ur head held high she iz just immature lil girl lol,negative
25105," yup, 1987 lol. sweet year  haha",positive
25106,listening to the new demo! this song is going to be fantastic once its done!,positive
25107,_marie1 hey beautiful whats up?,positive
25108,is having a lazy sunday,neutral
25109,i really miss my satan kitty,negative
25110, my gut feel says its gonna be a boy ababa,neutral
25111," yup, studying. at least i`m trying to. trying to let the stuff i read enter my brain permanently.",neutral
25112,goodnight world and all who inhabit it!,positive
25113,still aint get my vanilla frosty yet.,negative
25114,knows its all going to sort itself out,positive
25115,lost my keys at the mall... took me 45 mins to find them,negative
25116,having rice crispies this morning  brings back some good memories!,positive
25117,google chrome forgot what everything looks like for some reason,negative
25118,"immediately regretting my decision to come into the office today, miss my bed",negative
